error_train,error_test,accuracy_train,accuracy_test,time,mutation_prob
0.23906810035842294,0.23584229390681002,0.760931899641577,0.76415770609319,10.252417960989987,0.32727272727272727
0.25412186379928314,0.24014336917562723,0.7458781362007169,0.7598566308243727,10.469869331005611,0.33636363636363636
0.24749103942652328,0.23942652329749103,0.7525089605734767,0.760573476702509,7.186785726007656,0.34545454545454546
0.23261648745519714,0.23225806451612904,0.7673835125448029,0.7677419354838709,6.266365671996027,0.3545454545454545
0.24408602150537634,0.23870967741935484,0.7559139784946236,0.7612903225806451,4.261691150997649,0.36363636363636365
0.2439068100358423,0.22293906810035843,0.7560931899641578,0.7770609318996415,6.07635074800055,0.3727272727272727
0.2543010752688172,0.26810035842293906,0.7456989247311828,0.7318996415770609,7.848715212996467,0.38181818181818183
0.23781362007168458,0.23584229390681002,0.7621863799283154,0.76415770609319,6.179812127011246,0.3909090909090909
0.24982078853046594,0.22795698924731184,0.750179211469534,0.7720430107526882,5.528989892001846,0.4
0.2349462365591398,0.25089605734767023,0.7650537634408602,0.7491039426523297,5.220407373999478,0.40909090909090906
0.24408602150537634,0.22939068100358423,0.7559139784946236,0.7706093189964157,6.75411853499827,0.4181818181818182
0.24623655913978496,0.23727598566308244,0.7537634408602151,0.7627240143369176,10.67026883699873,0.42727272727272725
0.24480286738351253,0.2623655913978495,0.7551971326164875,0.7376344086021506,12.834139371989295,0.4363636363636364
0.2435483870967742,0.2530465949820789,0.7564516129032258,0.7469534050179212,4.508845634001773,0.44545454545454544
0.23691756272401435,0.23870967741935484,0.7630824372759857,0.7612903225806451,11.662491797993425,0.4545454545454546
0.22473118279569892,0.22293906810035843,0.7752688172043011,0.7770609318996415,7.85987047899107,0.4636363636363636
0.2396057347670251,0.23297491039426524,0.7603942652329749,0.7670250896057348,9.523981784004718,0.47272727272727266
0.23584229390681002,0.23512544802867383,0.76415770609319,0.7648745519713261,7.774183501009247,0.4818181818181818
0.25412186379928314,0.24516129032258063,0.7458781362007169,0.7548387096774194,10.200753978002467,0.49090909090909085
0.2353046594982079,0.23584229390681002,0.7646953405017921,0.76415770609319,7.059078867998323,0.5
0.23906810035842294,0.23512544802867383,0.760931899641577,0.7648745519713261,14.788702903009835,0.509090909090909
0.2630824372759857,0.24014336917562723,0.7369175627240143,0.7598566308243727,5.205011715996079,0.5181818181818182
0.2478494623655914,0.24157706093189965,0.7521505376344086,0.7584229390681003,8.74984668000252,0.5272727272727272
0.2349462365591398,0.23799283154121864,0.7650537634408602,0.7620071684587814,5.743375243997434,0.5363636363636364
0.24695340501792115,0.23727598566308244,0.7530465949820788,0.7627240143369176,8.672652697001467,0.5454545454545454
0.2525089605734767,0.26594982078853047,0.7474910394265233,0.7340501792114695,9.638038431003224,0.5545454545454546
0.2449820788530466,0.24516129032258063,0.7550179211469534,0.7548387096774194,6.535933603998274,0.5636363636363636
0.2528673835125448,0.23297491039426524,0.7471326164874552,0.7670250896057348,7.451766383004724,0.5727272727272728
0.23673835125448028,0.22580645161290322,0.7632616487455197,0.7741935483870968,7.082796729009715,0.5818181818181818
0.24946236559139784,0.25017921146953404,0.7505376344086021,0.749820788530466,4.449620242012315,0.5909090909090909
0.2492831541218638,0.25161290322580643,0.7507168458781363,0.7483870967741936,5.62835851899581,0.6
0.24587813620071686,0.21935483870967742,0.7541218637992831,0.7806451612903226,8.712470392987598,0.609090909090909
0.2360215053763441,0.21935483870967742,0.763978494623656,0.7806451612903226,8.62228398300067,0.6181818181818182
0.24982078853046594,0.23082437275985662,0.750179211469534,0.7691756272401433,7.18545338101103,0.6272727272727272
0.22777777777777777,0.23010752688172043,0.7722222222222223,0.7698924731182796,15.219774844008498,0.6363636363636364
0.2467741935483871,0.24659498207885305,0.7532258064516129,0.753405017921147,6.2245221299963305,0.6454545454545454
0.24229390681003585,0.24086021505376345,0.7577060931899642,0.7591397849462366,5.018591195999761,0.6545454545454545
0.24301075268817204,0.24157706093189965,0.7569892473118279,0.7584229390681003,17.20117708199541,0.6636363636363636
0.24372759856630824,0.23369175627240144,0.7562724014336918,0.7663082437275985,7.3561581849935465,0.6727272727272727
0.23620071684587812,0.2172043010752688,0.7637992831541218,0.7827956989247312,6.7719868370040786,0.6818181818181818
0.23799283154121864,0.21863799283154123,0.7620071684587814,0.7813620071684588,6.887088168004993,0.6909090909090908
0.2388888888888889,0.23942652329749103,0.7611111111111111,0.760573476702509,7.108321434992831,0.7
0.2345878136200717,0.23440860215053763,0.7654121863799284,0.7655913978494624,7.104578067999682,0.709090909090909
0.239247311827957,0.22437275985663083,0.760752688172043,0.7756272401433691,5.661650146997999,0.7181818181818181
0.2406810035842294,0.25949820788530464,0.7593189964157706,0.7405017921146954,5.730633265004144,0.7272727272727272
0.2431899641577061,0.24229390681003585,0.7568100358422939,0.7577060931899642,5.831940789998043,0.7363636363636363
0.23799283154121864,0.22437275985663083,0.7620071684587814,0.7756272401433691,5.050390246993629,0.7454545454545454
0.24372759856630824,0.26021505376344084,0.7562724014336918,0.7397849462365591,8.247894347994588,0.7545454545454545
0.23387096774193547,0.23799283154121864,0.7661290322580645,0.7620071684587814,5.0813858740002615,0.7636363636363636
0.25663082437275986,0.24659498207885305,0.7433691756272401,0.753405017921147,5.923367391995271,0.7727272727272727
0.24014336917562723,0.23727598566308244,0.7598566308243727,0.7627240143369176,5.612230027996702,0.7818181818181817
0.24301075268817204,0.23225806451612904,0.7569892473118279,0.7677419354838709,6.388831639997079,0.7909090909090909
0.2399641577060932,0.25161290322580643,0.7600358422939069,0.7483870967741936,5.955715061994852,0.7999999999999999
0.25017921146953404,0.24587813620071686,0.749820788530466,0.7541218637992831,8.872469967987854,0.8090909090909091
0.24121863799283155,0.23942652329749103,0.7587813620071685,0.760573476702509,8.207952323005884,0.8181818181818181
0.24749103942652328,0.24802867383512545,0.7525089605734767,0.7519713261648745,9.323770447008428,0.8272727272727273
0.24551971326164876,0.23870967741935484,0.7544802867383512,0.7612903225806451,7.3056022959935945,0.8363636363636363
0.2532258064516129,0.23942652329749103,0.7467741935483871,0.760573476702509,5.2475609599932795,0.8454545454545453
0.22401433691756273,0.221505376344086,0.7759856630824373,0.7784946236559139,14.704107814002782,0.8545454545454545
0.2442652329749104,0.2537634408602151,0.7557347670250896,0.7462365591397849,8.613461927001481,0.8636363636363635
0.22724014336917564,0.22508960573476702,0.7727598566308244,0.774910394265233,9.91804240399506,0.8727272727272727
0.24211469534050178,0.22795698924731184,0.7578853046594982,0.7720430107526882,9.855006202997174,0.8818181818181817
0.24767025089605735,0.25089605734767023,0.7523297491039427,0.7491039426523297,5.696928474993911,0.8909090909090909
0.2460573476702509,0.25806451612903225,0.7539426523297491,0.7419354838709677,5.691294606003794,0.8999999999999999
0.23655913978494625,0.22724014336917564,0.7634408602150538,0.7727598566308244,4.531742787992698,0.9090909090909091
0.24551971326164876,0.23369175627240144,0.7544802867383512,0.7663082437275985,4.629170098996838,0.9181818181818181
0.24336917562724014,0.23297491039426524,0.7566308243727599,0.7670250896057348,5.94637078300002,0.9272727272727272
0.2360215053763441,0.23297491039426524,0.763978494623656,0.7670250896057348,13.377296418999322,0.9363636363636363
0.24193548387096775,0.24731182795698925,0.7580645161290323,0.7526881720430108,8.239405390995671,0.9454545454545454
0.23853046594982077,0.24086021505376345,0.7614695340501793,0.7591397849462366,6.572352105999016,0.9545454545454545
0.23745519713261648,0.25089605734767023,0.7625448028673835,0.7491039426523297,12.770191465999233,0.9636363636363636
0.24480286738351253,0.24659498207885305,0.7551971326164875,0.753405017921147,7.7641051709942985,0.9727272727272727
0.24838709677419354,0.26594982078853047,0.7516129032258064,0.7340501792114695,6.057911560012144,0.9818181818181817
0.2442652329749104,0.22580645161290322,0.7557347670250896,0.7741935483870968,6.897848173990496,0.9909090909090909
0.23906810035842294,0.23512544802867383,0.760931899641577,0.7648745519713261,5.373437545000343,1.0
