iteration,error_train,error_test,accuracy_train,accuracy_test,time,min_temp
901,0.5912186379928316,0.6057347670250897,0.40878136200716847,0.3942652329749104,0.524453314999846,180.2
906,0.589426523297491,0.5670250896057347,0.410573476702509,0.4329749103942652,0.5358065669970529,181.2
911,0.6686379928315412,0.7168458781362007,0.33136200716845876,0.2831541218637993,0.5340513819974149,182.2
916,0.48440860215053766,0.4752688172043011,0.5155913978494624,0.524731182795699,0.5344712160003837,183.2
921,0.7281362007168459,0.7519713261648745,0.27186379928315413,0.24802867383512545,0.5418131789992913,184.2
926,0.4299283154121864,0.43010752688172044,0.5700716845878137,0.5698924731182796,0.5368667039983848,185.2
931,0.7154121863799283,0.7440860215053764,0.2845878136200717,0.25591397849462366,0.5495100719999755,186.2
936,0.2664874551971326,0.24086021505376345,0.7335125448028674,0.7591397849462366,0.5325110650010174,187.2
941,0.6885304659498208,0.7111111111111111,0.3114695340501792,0.28888888888888886,0.5376877529997728,188.2
946,0.6478494623655914,0.6258064516129033,0.3521505376344086,0.3741935483870968,0.5471380240014696,189.2
951,0.5410394265232975,0.5390681003584229,0.4589605734767025,0.46093189964157705,0.5446960849985771,190.2
956,0.4596774193548387,0.43082437275985663,0.5403225806451613,0.5691756272401434,0.5871543530010968,191.2
961,0.6146953405017921,0.621505376344086,0.38530465949820786,0.37849462365591396,0.5772832100010419,192.2
966,0.603405017921147,0.6121863799283154,0.396594982078853,0.3878136200716846,0.5443641259989818,193.2
971,0.6684587813620072,0.6616487455197133,0.33154121863799285,0.33835125448028674,0.5779102280030202,194.2
976,0.6041218637992831,0.5992831541218638,0.3958781362007168,0.4007168458781362,0.5746278520018677,195.2
981,0.535663082437276,0.5290322580645161,0.464336917562724,0.47096774193548385,0.5618682189997344,196.2
986,0.7231182795698925,0.7362007168458782,0.2768817204301075,0.2637992831541219,0.5363416580003104,197.2
991,0.6173835125448028,0.6236559139784946,0.3826164874551971,0.3763440860215054,0.5269781400020292,198.2
996,0.3525089605734767,0.33691756272401435,0.6474910394265233,0.6630824372759857,0.5139462980005192,199.2
